Client_ID,Age,Gender,Marital_Status,Education,Employment_Status,Annual_Income,Loan_Amount,Loan_Term_Months,Credit_Score,Number_of_Dependents,Housing_Status,Default_History,Current_Loan_Status,Previous_Loans,Overdue_Amount,Late_Payments,Bank_Balance,Default_Risk
C102192,53,Male,Widowed,High School,Self-Employed,109795,481157,120,615,0,Rent,0,Approved,7,87679,3,69387,Low
C102193,65,Female,Single,Other,Retired,132885,146257,24,799,1,Own,0,Approved,8,17081,14,255795,Low
C102194,47,Female,Divorced,High School,Self-Employed,25988,139564,180,836,0,Own,0,Rejected,0,20341,6,143976,Low
C102195,40,Female,Divorced,High School,Unemployed,76999,194310,60,735,1,Mortgage,0,Closed,0,13729,19,47520,Low
C102196,59,Male,Widowed,Masters,Retired,133174,63859,180,822,4,Mortgage,1,Closed,8,24293,16,152536,Low
C102197,61,Female,Married,High School,Self-Employed,80659,311774,180,743,4,Rent,0,Rejected,3,12559,8,208731,Low
C102198,31,Male,Divorced,Bachelors,Employed,188862,201896,12,507,0,Rent,0,Approved,6,43450,6,332823,High
C102199,31,Male,Married,PhD,Self-Employed,115343,176656,60,575,3,Mortgage,0,Closed,1,49960,3,177438,Medium
C102200,19,Female,Married,High School,Self-Employed,173190,6076,240,796,3,Own,0,Rejected,9,39323,16,212049,Medium
C102201,54,Male,Widowed,Bachelors,Self-Employed,142453,118868,240,596,1,Mortgage,0,Closed,0,1038,14,287998,Low
C102202,22,Female,Divorced,Other,Self-Employed,79938,170211,24,673,4,Rent,0,Closed,6,63567,8,325142,High
C102203,55,Male,Married,PhD,Employed,25149,202682,60,483,4,Own,0,Rejected,5,96941,15,436550,Low
C102204,62,Female,Married,Other,Unemployed,58079,173774,120,331,0,Mortgage,1,Closed,2,74271,5,335345,Low
C102205,58,Male,Widowed,Bachelors,Self-Employed,153556,267041,36,582,0,Rent,0,Ongoing,9,44736,16,440903,Low
C102206,64,Male,Widowed,Other,Self-Employed,133316,163607,180,731,3,Own,0,Rejected,3,30280,6,33397,Low
C102207,31,Male,Married,Other,Retired,68601,103343,240,818,3,Own,0,Rejected,0,26877,16,348558,Low
C102208,56,Male,Widowed,Other,Retired,63809,461953,24,761,3,Own,0,Ongoing,6,53993,13,273957,Low
C102209,42,Male,Married,High School,Employed,171863,330849,60,667,2,Own,1,Closed,8,71818,14,188571,Medium
C102210,37,Female,Divorced,High School,Employed,177720,468026,12,551,4,Own,1,Ongoing,0,74437,19,497498,High
C102211,19,Male,Single,High School,Employed,182162,164270,48,465,4,Mortgage,0,Closed,1,17697,17,312446,Medium
C102212,56,Female,Widowed,PhD,Retired,110636,382014,48,828,0,Own,0,Approved,1,37169,18,461803,Low
C102213,23,Female,Single,Bachelors,Self-Employed,150366,362539,24,670,4,Mortgage,1,Ongoing,5,45227,17,400302,Low
C102214,34,Female,Married,High School,Retired,121477,195185,240,402,0,Own,0,Ongoing,4,60099,13,7735,Low
C102215,42,Male,Married,Other,Unemployed,37857,370944,48,425,2,Rent,0,Ongoing,5,40113,19,221166,Low
C102216,45,Male,Married,Other,Employed,145305,312904,240,337,3,Own,0,Approved,0,45662,4,270972,Low
C102217,19,Male,Single,Other,Employed,194039,193912,36,647,2,Mortgage,0,Closed,5,23380,6,344937,Low
C102218,52,Female,Married,Other,Employed,73709,128476,24,512,3,Rent,0,Approved,5,75500,11,418701,Low
C102219,54,Male,Widowed,Masters,Unemployed,199933,302420,12,618,3,Rent,0,Ongoing,6,26015,16,49172,Low
C102220,22,Male,Divorced,PhD,Self-Employed,136839,475770,12,725,0,Mortgage,0,Approved,1,61750,18,54797,Medium
C102221,18,Female,Divorced,Bachelors,Self-Employed,143307,66913,24,546,3,Rent,1,Ongoing,5,88653,15,5360,Medium
C102222,57,Female,Widowed,Bachelors,Self-Employed,142850,456244,48,585,2,Mortgage,0,Rejected,8,85235,1,186474,Medium
C102223,29,Female,Divorced,High School,Employed,40948,340752,48,530,1,Own,0,Closed,8,64219,11,212549,Low
C102224,53,Female,Single,Masters,Self-Employed,53782,18348,12,619,0,Own,0,Ongoing,1,90520,16,185035,Low
C102225,62,Female,Married,Bachelors,Retired,102789,313822,36,811,3,Mortgage,1,Approved,4,81115,2,221723,Low
C102226,40,Female,Married,PhD,Employed,125217,150024,120,820,3,Own,0,Approved,6,70350,7,253808,Low
C102227,64,Male,Married,Other,Unemployed,158721,119369,48,524,4,Rent,0,Approved,4,32179,4,472284,Low
C102228,48,Female,Single,High School,Unemployed,180074,5318,36,805,0,Own,1,Closed,2,96439,16,445348,Low
C102229,28,Male,Single,PhD,Self-Employed,54723,344498,180,406,0,Own,1,Rejected,0,86642,13,464485,Low
C102230,27,Male,Single,Bachelors,Employed,94314,293155,48,630,2,Rent,0,Closed,6,5243,13,211010,High
C102231,20,Male,Widowed,Masters,Retired,110312,285931,120,304,1,Rent,1,Rejected,7,63083,3,420475,Low
C102232,31,Female,Single,High School,Retired,31809,379430,24,767,2,Own,0,Approved,5,91694,14,403232,Medium
C102233,33,Male,Divorced,Bachelors,Employed,159374,376304,60,815,2,Own,0,Closed,6,91333,1,426225,Low
C102234,27,Female,Widowed,High School,Self-Employed,28100,461644,12,462,2,Own,0,Rejected,8,82482,3,347117,Low
C102235,46,Female,Widowed,Bachelors,Unemployed,97627,410732,24,830,1,Mortgage,0,Approved,1,14917,16,405003,Low
C102236,27,Male,Widowed,Other,Unemployed,94635,366176,48,381,2,Mortgage,0,Approved,4,8054,2,82315,Low
C102237,29,Female,Single,Masters,Retired,75020,170127,120,780,0,Own,0,Closed,2,53334,15,120010,High
C102238,47,Male,Widowed,Other,Retired,25663,369449,12,815,1,Own,0,Rejected,1,49113,11,495835,Low
C102239,58,Male,Single,Bachelors,Retired,115440,256366,60,486,3,Rent,1,Approved,2,95306,19,211634,Low
C102240,18,Female,Single,PhD,Unemployed,195721,275896,60,445,4,Own,1,Approved,3,65216,2,233890,Medium
C102241,22,Male,Widowed,Other,Retired,67136,202983,120,451,4,Own,0,Approved,1,76565,4,232673,Low
C102242,37,Male,Married,PhD,Unemployed,126602,391489,120,662,0,Mortgage,1,Ongoing,1,73036,15,103637,Medium
C102243,25,Male,Married,Bachelors,Unemployed,56104,347650,48,392,4,Mortgage,1,Rejected,7,41704,6,248166,Low
C102244,60,Female,Widowed,Masters,Self-Employed,59137,195922,12,330,4,Mortgage,0,Rejected,2,96187,19,270836,Low
C102245,29,Male,Married,PhD,Self-Employed,153606,377526,180,839,4,Rent,0,Ongoing,2,41329,15,265686,Medium
C102246,18,Female,Divorced,Bachelors,Self-Employed,87762,103328,180,348,3,Own,1,Approved,3,79765,16,335627,Medium
C102247,37,Female,Divorced,PhD,Retired,160657,153610,240,557,4,Mortgage,0,Ongoing,4,64387,1,177170,Low
C102248,45,Male,Single,Other,Unemployed,96438,279801,48,817,2,Rent,1,Ongoing,2,51243,11,294202,Medium
C102249,60,Male,Married,Bachelors,Retired,56392,416059,60,840,0,Own,0,Ongoing,5,50472,12,12148,High
C102250,54,Female,Divorced,Other,Unemployed,104267,86119,24,709,0,Own,0,Rejected,9,38654,4,437004,Medium
C102251,64,Female,Widowed,High School,Self-Employed,182198,288635,24,455,0,Rent,0,Approved,2,41425,15,45731,Medium
C102252,54,Male,Married,Bachelors,Self-Employed,62485,108010,36,845,3,Own,0,Approved,7,31993,7,231637,Low
C102253,29,Male,Divorced,PhD,Retired,65798,182503,60,739,3,Rent,0,Rejected,3,28069,13,362987,Medium
C102254,54,Female,Divorced,High School,Unemployed,160089,133801,180,536,4,Rent,0,Rejected,4,95120,7,8413,High
C102255,66,Female,Widowed,Other,Retired,176772,199547,180,667,2,Mortgage,0,Ongoing,2,33240,17,362371,Medium
C102256,66,Female,Single,Other,Employed,110680,309324,60,356,4,Rent,0,Ongoing,4,75024,19,481548,Low
C102257,61,Female,Widowed,PhD,Retired,115446,285684,48,474,0,Mortgage,0,Closed,6,23516,11,476243,Low
C102258,45,Female,Single,High School,Self-Employed,187579,207587,36,513,2,Own,0,Closed,2,16619,10,266982,Medium
C102259,64,Male,Divorced,Masters,Unemployed,198751,458851,240,326,0,Mortgage,1,Rejected,2,70701,15,55173,Low
C102260,32,Female,Single,PhD,Unemployed,109938,12943,120,418,2,Rent,0,Ongoing,0,1678,14,34859,Medium
C102261,23,Female,Divorced,Other,Retired,57232,125730,36,446,1,Mortgage,0,Rejected,1,20712,12,493131,Low
C102262,61,Male,Divorced,Bachelors,Self-Employed,175092,276055,12,564,3,Own,0,Ongoing,3,22944,17,201679,High
C102263,37,Male,Married,High School,Employed,117239,438470,48,702,3,Mortgage,0,Ongoing,8,6064,0,429932,Medium
C102264,67,Female,Single,Masters,Retired,77172,235481,120,557,0,Own,0,Rejected,2,82185,0,57168,Medium
C102265,31,Female,Single,Bachelors,Unemployed,117305,330144,120,488,0,Rent,0,Rejected,9,6333,0,425863,Low
C102266,19,Male,Single,High School,Self-Employed,164818,74305,180,798,1,Mortgage,0,Approved,4,64694,8,475296,Medium
C102267,26,Female,Widowed,PhD,Unemployed,24094,7479,24,538,4,Own,0,Approved,8,67940,13,455403,Low
C102268,54,Female,Married,PhD,Unemployed,88466,15112,12,626,2,Own,0,Closed,3,29218,17,140664,Low
C102269,37,Male,Married,High School,Unemployed,119067,376719,36,369,1,Mortgage,0,Rejected,3,46584,0,430387,High
C102270,43,Female,Married,Masters,Unemployed,50755,468483,24,324,1,Mortgage,0,Closed,5,30177,19,128870,Low
C102271,46,Male,Widowed,High School,Employed,162624,198684,60,455,0,Mortgage,0,Rejected,6,15711,10,28788,Low
C102272,18,Male,Single,Bachelors,Self-Employed,170851,475113,48,518,0,Mortgage,1,Rejected,5,75093,1,229323,Medium
C102273,52,Male,Single,Bachelors,Retired,49000,237548,240,678,4,Mortgage,0,Rejected,3,16003,18,144985,Low
C102274,23,Male,Single,PhD,Self-Employed,77564,51809,36,493,4,Own,1,Approved,6,47988,1,346450,High
C102275,54,Female,Married,High School,Self-Employed,165174,265462,60,339,0,Rent,0,Closed,9,98113,18,190220,Low
C102276,22,Male,Married,PhD,Self-Employed,152933,37205,120,642,3,Own,0,Rejected,2,83872,1,426871,Low
C102277,50,Female,Divorced,Masters,Retired,63574,488321,180,802,4,Mortgage,0,Closed,2,41032,5,163581,High
C102278,66,Female,Widowed,Bachelors,Self-Employed,183754,208676,36,749,1,Mortgage,1,Closed,6,53024,14,169609,Low
C102279,68,Female,Widowed,Other,Retired,98819,404773,24,635,0,Rent,0,Approved,5,66219,10,22433,Low
C102280,31,Female,Married,Other,Retired,111133,172170,12,303,2,Mortgage,0,Approved,1,66511,15,210526,High
C102281,29,Female,Divorced,High School,Employed,97972,437006,24,816,2,Rent,0,Rejected,0,11411,19,436890,Low
C102282,59,Male,Single,High School,Unemployed,141237,115947,48,796,3,Mortgage,0,Ongoing,5,48446,2,144313,Low
C102283,37,Male,Married,Other,Retired,113960,301970,180,525,0,Own,1,Closed,8,89266,2,325314,Medium
C102284,67,Male,Widowed,High School,Unemployed,94426,420290,48,449,1,Rent,1,Approved,2,24433,18,345003,High
C102285,41,Male,Widowed,Bachelors,Self-Employed,199192,131201,36,537,3,Own,0,Closed,8,96909,10,437572,Medium
C102286,60,Female,Widowed,Masters,Unemployed,58297,354835,24,402,1,Mortgage,0,Ongoing,5,29986,5,324612,Low
C102287,51,Male,Single,Masters,Unemployed,134147,121558,12,474,2,Own,0,Closed,3,93805,8,85412,Low
C102288,42,Female,Widowed,PhD,Unemployed,28299,369069,120,760,1,Own,1,Rejected,9,59888,4,358470,Low
C102289,67,Female,Single,Bachelors,Self-Employed,192420,243713,48,333,2,Own,0,Closed,9,11424,6,100455,Low
C102290,46,Male,Single,High School,Self-Employed,61384,238367,12,817,4,Rent,1,Approved,9,32828,19,352311,Low
C102291,56,Male,Single,High School,Retired,137182,101320,60,739,2,Rent,0,Rejected,1,38983,0,123898,Medium
C102292,48,Male,Married,PhD,Retired,96693,299545,36,584,2,Rent,0,Rejected,8,99764,2,337202,Low
C102293,64,Male,Single,PhD,Employed,52687,409781,12,524,3,Own,0,Ongoing,4,57825,10,260919,Medium
C102294,60,Female,Divorced,High School,Self-Employed,80047,95236,36,556,3,Own,1,Rejected,4,28786,9,319983,High
C102295,67,Female,Widowed,High School,Employed,161263,242879,60,358,0,Mortgage,0,Approved,1,5325,12,191657,Low
C102296,40,Male,Married,Bachelors,Self-Employed,74911,69702,12,545,0,Rent,1,Ongoing,4,81201,2,197772,Low
C102297,61,Female,Widowed,PhD,Unemployed,97303,448142,180,818,2,Mortgage,0,Rejected,5,29582,10,233505,Medium
C102298,55,Female,Single,Bachelors,Employed,114165,216945,12,513,4,Own,0,Ongoing,1,12841,19,267619,Low
C102299,37,Female,Married,High School,Employed,120330,147184,120,515,0,Rent,0,Closed,0,6001,8,423329,Medium
C102300,40,Male,Divorced,Other,Employed,112480,84297,60,702,2,Mortgage,0,Rejected,5,65115,10,303156,Low
C102301,62,Female,Single,Other,Self-Employed,194798,375471,240,582,3,Own,0,Approved,8,3651,8,461826,Low
C102302,69,Male,Widowed,High School,Retired,54623,407101,180,514,0,Own,0,Approved,8,40776,12,328009,Medium
C102303,33,Male,Divorced,PhD,Employed,133219,399592,180,681,0,Own,0,Rejected,8,74902,8,360185,Low
C102304,67,Female,Single,Other,Retired,143089,142011,24,344,2,Rent,0,Closed,4,10787,13,368234,Medium
C102305,59,Female,Divorced,PhD,Self-Employed,70000,178021,240,471,2,Rent,0,Ongoing,9,45195,15,409186,Medium
C102306,25,Male,Single,Other,Employed,91494,138918,12,520,1,Mortgage,0,Approved,0,52958,16,471844,Low
C102307,67,Female,Married,PhD,Self-Employed,116172,77353,120,684,1,Own,0,Approved,2,25065,14,241331,Medium
C102308,38,Female,Single,Other,Retired,62876,12430,12,394,4,Rent,0,Ongoing,7,26506,10,263813,Medium
C102309,18,Male,Married,PhD,Retired,138217,162400,120,343,0,Rent,0,Ongoing,8,99200,11,172180,Medium
C102310,25,Male,Single,Bachelors,Employed,110688,147223,180,527,1,Own,0,Approved,3,4300,10,183801,Low
C102311,46,Male,Single,PhD,Retired,124065,458013,48,616,2,Own,1,Ongoing,2,86920,17,374060,Low
C102312,49,Male,Widowed,Bachelors,Unemployed,86224,163691,180,634,0,Mortgage,0,Rejected,1,40318,11,319620,Low
C102313,55,Female,Divorced,Bachelors,Unemployed,45365,301628,24,766,1,Mortgage,0,Approved,4,81466,7,395522,Low
C102314,22,Female,Divorced,High School,Employed,49663,129506,12,596,4,Mortgage,0,Approved,1,72415,9,296211,Low
C102315,64,Male,Divorced,Bachelors,Self-Employed,124610,163736,240,844,4,Rent,1,Approved,8,94828,2,486365,High
C102316,39,Male,Single,Masters,Self-Employed,123376,142852,60,788,4,Rent,0,Rejected,9,53890,19,269372,Medium
C102317,64,Male,Single,Bachelors,Self-Employed,103275,204939,36,514,4,Rent,1,Approved,8,53228,3,252834,Low
C102318,51,Female,Single,PhD,Unemployed,143229,33604,60,823,2,Rent,0,Ongoing,2,41501,12,174751,High
C102319,18,Male,Married,Bachelors,Retired,161981,112385,24,301,4,Rent,0,Approved,3,73211,19,153746,Medium
C102320,43,Female,Married,PhD,Unemployed,80883,22762,48,506,3,Own,0,Rejected,8,97471,7,37705,Low
C102321,60,Male,Widowed,PhD,Retired,32713,386416,48,640,4,Mortgage,0,Rejected,0,50417,1,99128,Low
C102322,27,Male,Single,Masters,Unemployed,163686,159837,48,706,1,Mortgage,0,Closed,6,63578,1,71321,High
C102323,47,Male,Divorced,Bachelors,Self-Employed,118097,199798,120,605,0,Mortgage,0,Approved,1,70657,5,186181,Low
C102324,67,Female,Divorced,Bachelors,Self-Employed,40734,173115,60,806,1,Mortgage,1,Rejected,8,50128,19,414191,Low
C102325,35,Female,Widowed,Other,Self-Employed,181781,223530,240,768,0,Own,0,Closed,2,49760,6,23150,Medium
C102326,34,Female,Divorced,Other,Employed,173957,457267,36,794,2,Rent,0,Approved,5,16848,3,463449,Low
C102327,43,Male,Widowed,High School,Employed,91622,356374,180,560,0,Rent,0,Rejected,4,47076,7,384897,Low
C102328,25,Female,Single,PhD,Retired,98267,146628,180,663,3,Rent,0,Rejected,1,32028,17,56880,High
C102329,64,Female,Divorced,Masters,Employed,164413,346235,36,813,4,Mortgage,0,Approved,8,80648,9,258991,Low
C102330,57,Male,Single,Other,Unemployed,59435,119919,180,840,1,Mortgage,0,Approved,2,58371,19,312735,Medium
C102331,66,Male,Married,Bachelors,Unemployed,32976,135731,120,754,0,Own,0,Closed,5,50413,10,143490,Low
C102332,29,Female,Divorced,High School,Retired,102910,15004,12,443,1,Own,0,Approved,8,27175,6,226002,Low
C102333,44,Female,Married,Masters,Retired,156362,195028,120,491,4,Rent,0,Approved,7,60300,4,177379,High
C102334,25,Female,Divorced,Bachelors,Self-Employed,150177,370870,36,652,2,Rent,0,Ongoing,9,56709,10,315283,Low
C102335,42,Female,Single,Bachelors,Employed,65812,156882,36,598,4,Rent,0,Approved,4,44360,17,123644,Medium
C102336,63,Male,Widowed,PhD,Self-Employed,131841,460216,240,759,2,Rent,0,Rejected,5,67353,15,70749,Medium
C102337,21,Male,Single,PhD,Employed,199509,212796,240,726,1,Rent,0,Closed,2,5734,18,35492,Low
C102338,50,Male,Single,Other,Employed,77907,5247,12,330,2,Rent,0,Closed,4,87534,19,40556,Low
C102339,18,Female,Single,Other,Retired,140992,418978,60,631,2,Mortgage,0,Closed,5,28457,4,462739,Low
C102340,36,Female,Divorced,Bachelors,Self-Employed,101876,379046,60,710,2,Own,0,Rejected,2,47999,6,410171,High
C102341,48,Male,Widowed,Bachelors,Self-Employed,199795,50995,24,351,2,Own,0,Approved,9,81869,2,389217,Low
C102342,33,Male,Married,Other,Employed,55655,326567,240,683,2,Mortgage,1,Rejected,1,80957,9,375994,Medium
C102343,31,Female,Single,Other,Employed,43997,215419,60,542,0,Rent,1,Ongoing,9,23294,18,65259,Low
C102344,65,Female,Divorced,Bachelors,Retired,86876,205349,48,716,2,Rent,1,Closed,8,14076,4,403024,Low
C102345,22,Male,Married,Masters,Unemployed,130233,66969,240,774,2,Rent,0,Approved,6,5571,4,430633,High
C102346,58,Male,Single,Bachelors,Self-Employed,142660,296196,240,691,4,Own,0,Approved,3,89364,10,1686,High
C102347,43,Male,Married,Masters,Self-Employed,177085,316358,48,688,4,Own,0,Closed,2,74910,18,57768,Medium
C102348,45,Female,Single,Masters,Retired,52862,254983,240,768,4,Rent,0,Ongoing,3,89326,11,412232,High
C102349,19,Female,Married,Bachelors,Retired,72448,170391,240,707,2,Rent,0,Ongoing,8,59434,16,133658,Low
C102350,67,Female,Married,High School,Self-Employed,196680,470058,24,818,4,Mortgage,0,Approved,8,1940,19,157416,Low
C102351,23,Female,Widowed,Other,Self-Employed,104612,204613,36,488,0,Rent,1,Rejected,5,33180,14,346285,Low
C102352,26,Female,Widowed,PhD,Employed,138849,73858,240,650,1,Mortgage,0,Closed,8,7606,17,389904,High
C102353,50,Female,Single,Bachelors,Unemployed,134060,479760,24,582,4,Rent,0,Rejected,8,19607,8,50800,High
C102354,58,Male,Divorced,Masters,Self-Employed,191966,45765,12,456,4,Rent,0,Approved,5,81708,16,16257,Low
C102355,42,Male,Widowed,Bachelors,Retired,82104,423086,24,447,0,Rent,0,Closed,4,50255,10,244473,Medium
C102356,65,Female,Married,Other,Employed,59821,148538,24,369,3,Mortgage,0,Ongoing,2,11400,5,762,Medium
C102357,30,Male,Widowed,Masters,Employed,199012,312428,120,669,3,Mortgage,0,Ongoing,0,46804,11,226830,Medium
C102358,26,Female,Widowed,PhD,Retired,162007,317178,48,814,0,Mortgage,1,Ongoing,3,5569,10,118730,Medium
C102359,30,Male,Single,PhD,Retired,32467,300305,12,533,4,Own,0,Approved,0,75137,16,468853,Medium
C102360,48,Female,Widowed,PhD,Employed,162145,466491,120,766,1,Own,0,Ongoing,0,54948,9,439224,Low
C102361,58,Male,Widowed,High School,Retired,27691,196883,12,586,4,Rent,1,Closed,5,55678,12,489956,Low
C102362,28,Male,Married,Masters,Employed,197610,238543,24,593,0,Mortgage,0,Closed,4,90276,4,443560,Low
C102363,21,Female,Widowed,Masters,Retired,150115,58565,240,780,0,Mortgage,0,Closed,6,86724,3,102984,Low
C102364,51,Female,Married,High School,Employed,175562,328458,120,433,2,Rent,0,Closed,0,80173,6,78599,Low
C102365,55,Male,Widowed,Masters,Self-Employed,35688,386522,120,307,0,Rent,0,Ongoing,0,13061,14,51178,Low
C102366,63,Male,Widowed,High School,Self-Employed,118505,189698,12,327,2,Rent,0,Closed,7,49147,1,273227,Low
C102367,21,Female,Divorced,Bachelors,Retired,70650,476946,12,819,0,Rent,0,Approved,5,17455,16,44934,Low
C102368,55,Male,Widowed,Other,Unemployed,164901,205839,60,609,2,Mortgage,0,Closed,7,25726,7,264770,Low
C102369,36,Female,Married,PhD,Self-Employed,154158,319073,180,840,2,Own,0,Ongoing,5,57711,15,53145,Low
C102370,23,Female,Married,High School,Employed,22590,229876,12,793,4,Mortgage,0,Ongoing,5,6791,19,383746,Low
C102371,51,Male,Single,High School,Unemployed,190965,465153,120,333,2,Own,0,Rejected,9,68090,2,401837,Low
C102372,35,Female,Single,High School,Employed,93396,13086,36,306,3,Rent,0,Closed,6,98916,16,161923,Low
C102373,30,Male,Divorced,Bachelors,Employed,149797,460798,12,339,0,Own,0,Ongoing,1,8268,4,82872,Medium
C102374,58,Male,Married,High School,Self-Employed,189248,366353,48,629,1,Mortgage,0,Rejected,2,10946,13,175227,Low
C102375,40,Female,Married,Other,Retired,87484,464281,60,361,0,Mortgage,0,Approved,3,66587,13,286431,Low
C102376,36,Male,Married,Other,Retired,146484,438995,48,385,4,Mortgage,0,Closed,0,2983,13,107693,Low
C102377,62,Female,Divorced,PhD,Employed,122267,159534,180,415,4,Mortgage,0,Ongoing,8,22927,10,302861,Low
C102378,28,Female,Married,Bachelors,Self-Employed,177367,183841,48,596,2,Mortgage,0,Ongoing,8,10296,19,14722,Low
C102379,18,Female,Single,Other,Employed,58131,123409,36,678,4,Mortgage,0,Closed,3,99530,12,439436,Low
C102380,41,Male,Divorced,Masters,Unemployed,195965,191950,240,621,4,Rent,0,Rejected,0,3154,8,395911,Medium
C102381,24,Female,Single,Masters,Employed,31924,153028,60,694,0,Own,0,Closed,0,64105,19,183735,Low
C102382,42,Male,Single,Masters,Self-Employed,124191,349707,180,656,3,Rent,0,Approved,5,34042,1,98021,Medium
C102383,38,Female,Divorced,High School,Employed,161923,380356,24,718,3,Own,1,Approved,1,84309,11,364417,Medium
C102384,32,Female,Widowed,High School,Self-Employed,27734,484207,120,777,2,Own,0,Closed,0,96678,7,37235,Low
C102385,18,Female,Widowed,Masters,Retired,193753,258831,120,635,4,Own,0,Rejected,9,98123,15,375597,Low
C102386,29,Male,Single,PhD,Self-Employed,140405,110317,12,319,4,Mortgage,1,Approved,1,78262,0,459038,Low
C102387,24,Male,Widowed,PhD,Unemployed,25293,243860,120,711,3,Mortgage,0,Closed,6,6557,15,405478,Low
C102388,32,Female,Married,High School,Self-Employed,73203,442771,36,848,2,Mortgage,0,Rejected,3,82791,5,429146,Low
C102389,38,Female,Divorced,Masters,Unemployed,164892,50602,120,558,4,Own,0,Rejected,6,83881,19,320720,Low
C102390,36,Male,Single,PhD,Unemployed,87827,141677,36,656,2,Own,1,Ongoing,6,26756,5,35362,Medium
C102391,46,Male,Married,High School,Employed,198235,343357,24,500,0,Own,1,Approved,3,12132,2,398909,Medium
C102392,42,Male,Widowed,Masters,Unemployed,163463,153010,240,710,4,Rent,0,Closed,1,43436,8,205741,Medium
C102393,50,Female,Married,Bachelors,Self-Employed,61970,117355,36,587,4,Mortgage,0,Approved,8,96959,18,284823,Low
C102394,66,Male,Widowed,Masters,Retired,197895,457718,24,347,4,Mortgage,0,Rejected,9,26143,2,430656,Low
C102395,49,Female,Single,Masters,Self-Employed,50796,319689,24,669,3,Mortgage,0,Ongoing,9,95841,6,141532,Medium
C102396,66,Male,Married,Other,Retired,119345,179606,24,530,3,Rent,0,Approved,2,26891,13,74585,Medium
C102397,52,Female,Divorced,Other,Unemployed,136245,375864,36,394,4,Rent,0,Closed,0,51306,13,46379,Low
C102398,61,Female,Single,Bachelors,Employed,103127,20009,180,602,4,Rent,0,Approved,7,4161,2,128354,Medium
C102399,55,Female,Married,Bachelors,Unemployed,56389,297390,24,517,0,Own,1,Rejected,3,99379,4,206386,Medium
C102400,43,Male,Married,Masters,Unemployed,23352,33185,240,686,0,Rent,0,Ongoing,8,96487,4,154219,Low
C102401,28,Male,Widowed,PhD,Retired,142143,493047,180,390,2,Own,0,Approved,7,7330,18,855,Medium
C102402,52,Male,Single,Bachelors,Self-Employed,179244,392012,36,357,2,Own,0,Rejected,6,38128,9,80557,Medium
C102403,25,Female,Single,Masters,Employed,162009,227127,240,733,3,Mortgage,0,Rejected,8,83955,8,38688,Low
C102404,63,Female,Single,High School,Employed,113657,353632,60,821,1,Mortgage,1,Ongoing,1,33157,15,238783,High
C102405,31,Male,Single,Other,Employed,127276,51642,240,782,0,Rent,0,Rejected,3,21525,8,449892,High
C102406,27,Female,Widowed,PhD,Employed,108672,14185,24,666,2,Own,0,Approved,4,29400,5,42662,High
C102407,19,Female,Divorced,Masters,Self-Employed,174624,69366,36,706,0,Own,1,Closed,4,92846,4,13054,Low
C102408,63,Female,Single,High School,Employed,165190,418059,36,817,0,Own,0,Ongoing,0,43916,3,88121,Low
C102409,26,Male,Widowed,Other,Retired,31290,284649,180,630,1,Mortgage,0,Rejected,8,53014,19,339826,Medium
C102410,20,Female,Divorced,High School,Retired,45123,295166,36,534,0,Mortgage,0,Approved,8,11756,17,488473,Medium
C102411,38,Male,Divorced,Masters,Employed,72136,459825,12,710,1,Mortgage,0,Ongoing,4,87723,15,53733,Low
C102412,43,Male,Widowed,Bachelors,Employed,137278,190333,180,482,1,Mortgage,0,Rejected,9,69613,6,181364,Low
C102413,25,Male,Single,Other,Self-Employed,195088,152511,180,586,0,Mortgage,0,Approved,2,10760,13,153841,Medium
C102414,65,Male,Divorced,High School,Self-Employed,172499,347340,12,422,0,Mortgage,0,Rejected,7,24937,16,122085,Low
C102415,19,Male,Single,Bachelors,Employed,22257,79385,24,457,2,Rent,1,Approved,6,73786,7,148298,Low
C102416,23,Female,Single,PhD,Self-Employed,87733,231236,120,622,0,Rent,1,Rejected,4,20964,10,429820,Low
C102417,45,Male,Married,Masters,Unemployed,159294,226443,60,312,0,Rent,0,Ongoing,0,48756,16,111708,High
C102418,46,Male,Single,Masters,Employed,176259,75272,120,503,0,Rent,0,Ongoing,6,58468,13,323804,Low
C102419,43,Male,Married,Other,Self-Employed,171853,171449,24,601,2,Own,1,Ongoing,0,6941,8,77506,Low
C102420,42,Female,Divorced,High School,Retired,145890,8909,48,342,1,Mortgage,0,Rejected,0,90451,5,189128,Low
C102421,29,Female,Widowed,PhD,Employed,146682,150939,48,805,2,Mortgage,0,Rejected,8,19120,7,155874,Low
C102422,22,Female,Married,Other,Employed,162076,200757,240,490,0,Rent,0,Ongoing,5,33807,16,51768,Low
C102423,51,Female,Widowed,Other,Retired,127178,399010,60,359,4,Own,0,Ongoing,6,8312,12,198213,Low
C102424,65,Male,Divorced,High School,Retired,77600,350625,180,765,0,Rent,0,Closed,1,81109,12,36599,Low
C102425,54,Male,Single,PhD,Self-Employed,176587,63527,60,678,2,Mortgage,0,Approved,7,3813,16,281160,Medium
C102426,32,Female,Divorced,High School,Retired,100952,151441,60,728,2,Rent,0,Closed,6,22857,18,25342,Low
C102427,61,Female,Widowed,Masters,Unemployed,154257,245209,12,361,3,Own,0,Approved,4,88147,1,70407,Low
C102428,53,Female,Divorced,Bachelors,Employed,110888,290951,12,601,4,Mortgage,1,Rejected,7,15540,17,88666,Medium
